20240	3.982691	0.930879
20304	3.947927	0.942163
20368	4.034953	0.925604
20432	3.821529	0.931137
20496	3.968081	0.937099
20560	4.084481	0.941761
20624	3.926329	0.947776
20688	3.944686	0.953920
20752	3.955526	0.959076
20816	3.979912	0.966578
20880	4.084371	0.972690
20944	4.090358	0.977403
21008	4.107114	0.982994
21072	4.215005	0.989535
21136	4.187912	1.005067
21200	4.161455	1.001447
21264	4.251732	1.014766
20240	3.749506	0.912809
20304	3.773134	0.926480
20368	3.796978	0.924771
20432	3.821621	0.930800
20496	3.922132	0.935516
20560	3.949974	0.941742
20624	3.918438	0.947410
20688	3.988679	0.954610
20752	4.025228	0.959095
20816	4.062873	0.965046
20880	4.013371	0.970999
20944	4.042739	0.977482
21008	4.180526	0.983534
21072	4.073737	0.989621
21136	4.183886	0.994891
21200	4.172225	1.000954
21264	4.184800	1.007361
20240	3.785602	0.912880
20304	3.777129	0.918928
20368	3.816678	0.940195
20432	3.831969	0.929956
20496	3.897437	0.936177
20560	3.954482	0.942780
20624	3.912383	0.947622
20688	4.011472	0.953162
20752	3.978284	0.958999
20816	3.998374	0.965155
20880	4.005722	0.971199
20944	4.108616	0.977030
21008	4.139845	0.982891
21072	4.079386	1.006242
21136	4.113671	0.995416
21200	4.163761	1.000906
21264	4.224378	1.006927
20240	3.753366	0.912819
20304	3.884088	0.919621
20368	3.817230	0.927645
20432	3.887426	0.930384
20496	3.922483	0.938382
20560	3.933298	0.941394
20624	3.908646	0.947667
20688	4.053582	0.953684
20752	3.970377	0.959240
20816	4.065998	0.965065
20880	4.083316	0.971841
20944	4.082236	0.976939
21008	4.084136	0.983841
21072	4.098919	0.989025
21136	4.125558	1.011311
21200	4.207029	1.001828
21264	4.229519	1.007665
20240	3.747707	0.913099
20304	3.825187	0.920031
20368	3.909359	0.924161
20432	3.927766	0.930697
20496	3.917810	0.935718
20560	4.017487	0.942326
20624	3.918212	0.949144
20688	4.020341	0.953431
20752	4.041305	0.959183
20816	4.099454	0.966200
20880	4.070828	0.971861
20944	4.095639	0.977883
21008	4.064488	0.982820
21072	4.149106	0.988795
21136	4.163301	0.999601
21200	4.264410	1.001366
21264	4.244064	1.007510
20240	3.805263	0.912613
20304	3.879198	0.918633
20368	3.807322	0.950643
20432	3.821355	0.929730
20496	3.975863	0.935644
20560	4.079411	0.941623
20624	3.948464	0.947365
20688	3.943338	0.953809
20752	3.963222	0.959207
20816	4.062567	0.965170
20880	4.015125	0.978450
20944	4.148537	0.977508
21008	4.053765	0.985886
21072	4.083268	0.989604
21136	4.205941	0.995081
21200	4.297825	1.002168
21264	4.174499	1.007731
20240	3.816669	0.913008
20304	3.808507	0.919141
20368	3.916156	0.924646
20432	3.869069	0.930197
20496	3.855464	0.936155
20560	3.956796	0.941878
20624	4.034852	0.947198
20688	4.017781	0.953182
20752	4.107060	0.959078
20816	4.044508	0.965221
20880	4.070842	0.972014
20944	4.052693	0.978300
21008	4.064428	0.983146
21072	4.091618	0.988993
21136	4.140168	0.995665
21200	4.157801	1.001046
21264	4.255085	1.007171
20240	3.809058	0.912982
20304	3.837562	0.918422
20368	3.901178	0.925169
20432	3.818333	0.930206
20496	3.961611	0.935618
20560	3.952614	0.941468
20624	4.028132	0.947568
20688	3.951252	0.959944
20752	4.039030	0.959687
20816	4.032992	0.965017
20880	4.057642	0.971157
20944	4.093054	0.977328
21008	4.066961	0.983480
21072	4.204107	0.989372
21136	4.240510	0.995060
21200	4.288060	1.001590
21264	4.295151	1.007759
20240	3.756015	0.912511
20304	3.822956	0.918829
20368	3.794296	0.926772
20432	3.813946	0.933184
20496	3.848350	0.938854
20560	3.969349	0.941860
20624	3.970523	0.947358
20688	4.061965	0.953516
20752	3.998849	0.959260
20816	3.995476	0.979575
20880	4.104314	0.971391
20944	4.080177	0.977542
21008	4.058130	0.983797
21072	4.172552	0.989038
21136	4.114987	0.995330
21200	4.155265	1.001150
21264	4.196440	1.007139
20240	3.854851	0.913241
20304	3.783567	0.918496
20368	3.801445	0.924979
20432	3.813157	0.930437
20496	3.848242	0.935776
20560	3.976544	0.941378
20624	3.914714	0.947568
20688	4.054893	0.953597
20752	3.956341	0.959791
20816	4.009835	0.984847
20880	4.152071	0.971273
20944	4.147558	0.977126
21008	4.117751	0.984361
21072	4.146356	0.997255
21136	4.129732	0.995002
21200	4.173811	1.000994
21264	4.167972	1.007711
