7120 83258247 15564769 34130122 15564769
7184 84752603 15838855 34736586 15838855
7248 86712079 16169638 35806338 16169638
7312 88120959 16449215 36311608 16449215
7376 89513354 16731924 36792398 16731924
7440 91033369 17016168 37392770 17016168
7504 92566663 17302998 37998260 17302998
7568 94134427 17591374 38630576 17591374
7632 95663543 17883013 39216183 17883013
